AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Ema_Acc,Ema_Gyr,isDone,Activity
1350,249,1577,24,-667,-179,1090,828,False,5
826,87,1522,-46,-613,-219,733,793,False,5
375,-109,1530,-111,-551,-265,579,758,False,5
-142,-261,1636,-119,-442,-237,662,710,False,5
-522,-275,1774,-119,-272,-157,869,635,False,5
-652,-74,1704,-46,-61,-86,825,531,False,5
-400,-149,1431,27,163,-29,493,458,False,5
-120,-210,1276,30,305,14,298,427,False,5
220,-250,1223,35,412,59,267,425,False,5
661,-281,1246,9,520,108,438,446,False,5
1155,-153,1395,-29,608,149,817,482,False,5
1694,-43,1630,-37,710,203,1351,533,False,5
2235,-24,1974,-42,817,253,1982,598,False,5
2806,59,2392,-60,903,296,2687,669,False,5
3382,209,2750,-137,964,261,3363,736,False,5
3601,337,3067,-274,960,184,3742,792,False,5
3747,559,3552,-345,916,161,4193,832,False,5
3708,688,3808,-259,916,251,4359,862,False,5
3698,738,3702,-75,925,343,4284,887,False,5
3544,580,3159,59,927,360,3324,909,True,5
569,1326,1456,-19,153,-150,1049,79,False,5
515,1216,1736,-149,325,-271,1181,152,False,5
634,1103,2163,-243,547,-347,1509,260,False,5
855,829,2239,-151,643,-306,1536,353,False,5
998,578,2090,-34,709,-242,1387,432,False,5
1098,456,1964,40,703,-189,1295,492,False,5
1129,456,1689,71,700,-172,1082,538,False,5
1019,482,1466,64,657,-192,849,568,False,5
915,403,1014,70,663,-186,424,592,False,5
842,279,664,25,607,-172,108,600,False,5
520,322,457,-63,505,-188,236,588,False,5
368,304,226,-47,473,-130,471,569,False,5
221,276,125,-15,373,-88,624,532,False,5
0,304,18,5,267,-75,695,481,False,5
-157,287,-89,57,206,-40,660,428,False,5
-249,218,-147,46,159,-32,637,376,False,5
-307,227,-41,-38,67,-53,615,319,False,5
-635,269,-196,-38,32,-33,283,267,False,5
-659,307,-109,-2,58,-23,264,226,False,5
-896,323,-2,-43,44,-30,47,194,False,5
-912,400,-52,-67,63,-17,2,174,False,5
-957,368,-29,-57,68,-7,25,157,False,5
-1063,355,-16,-13,58,5,120,137,False,5
-1096,317,-35,-6,38,3,141,117,False,5
-1006,286,-56,-13,112,13,47,116,False,5
-983,286,-96,-8,111,10,28,115,False,5
-955,287,-143,6,89,-1,7,110,False,5
-935,280,-203,29,80,-5,3,105,False,5
-915,281,-203,30,84,-6,21,101,False,5
-918,299,-217,28,95,0,10,101,False,5
-933,305,-261,28,91,3,15,100,False,5
-939,315,-281,16,92,4,29,98,False,5
-958,301,-268,4,87,1,39,96,False,5
-963,313,-237,5,68,-1,39,90,False,5
-813,306,-309,54,97,16,77,94,False,5
-736,285,-373,49,91,7,127,95,False,5
-651,286,-423,32,74,1,172,92,False,5
-580,280,-462,25,72,0,207,89,False,5
-434,240,-522,28,66,-2,279,85,False,5
-330,220,-605,11,40,-16,276,77,False,5
-159,207,-659,-29,25,-29,291,71,False,5
66,190,-664,-59,7,-51,306,72,False,5
260,113,-699,-87,1,-90,245,83,False,5
548,90,-580,-141,-137,-99,197,110,False,5
870,-83,-69,166,-788,66,123,249,False,5
1170,57,143,54,-687,4,180,337,False,5
995,187,279,25,-556,-2,50,381,False,5
1127,273,607,35,-790,8,308,463,False,5
1602,266,1081,66,-788,59,950,528,False,5
2092,331,1820,40,-857,76,1792,595,False,5
2616,416,2509,37,-998,103,2648,676,False,5
3402,606,3328,63,-1155,165,3797,775,False,5
4278,1075,4467,187,-1342,297,5277,897,False,5
3778,1031,4399,167,-1173,416,4889,968,False,5
3410,543,3882,-371,-953,25,4195,979,False,5
2823,1034,3563,-449,-784,-269,3661,972,False,5
3095,601,2750,-139,-658,-216,3183,918,False,5
3060,414,2309,45,-752,-97,3142,886,True,5
367,854,1795,-144,337,-115,1021,172,False,5
269,829,2134,-112,447,-157,1305,235,False,5
368,729,2360,-58,605,-171,1497,314,False,5
615,630,2626,-48,714,-181,1769,399,False,5
760,675,2868,-58,803,-202,2042,485,False,5
941,524,2922,-103,906,-215,2114,575,False,5
950,529,2765,-147,947,-198,1971,656,False,5
921,417,2400,-102,936,-129,1604,714,False,5
894,337,1851,-45,889,-60,1083,750,False,5
872,261,1145,-7,806,-13,462,761,False,5
914,1690,827,-46,434,9,1091,696,False,5
964,-373,171,353,532,76,47,685,False,5
682,-99,-279,136,449,-17,256,642,False,5
385,-94,-405,-150,279,-170,433,585,False,5
51,140,-445,-113,177,-14,530,510,False,5
-37,145,-443,93,133,46,532,441,False,5
-154,126,-578,-91,46,7,388,373,False,5
-176,194,-493,0,44,44,441,311,False,5
-192,287,-442,-11,17,22,439,255,False,5
-146,298,-489,22,-39,35,409,215,False,5
-130,263,-517,-4,-31,2,405,178,False,5
-81,249,-591,-21,-160,-28,353,175,False,5
1,237,-460,-54,-228,-43,482,187,False,5
130,164,-334,-38,-322,-44,605,215,False,5
288,152,-184,-1,-442,-40,625,261,False,5
579,50,33,11,-527,-38,417,314,False,5
577,147,673,21,-676,-57,101,387,False,5
631,249,1182,230,-470,89,362,415,False,5
743,0,1724,-37,-602,72,877,454,False,5
1026,435,1979,-82,-687,40,1271,501,False,5
1425,499,2211,81,-844,81,1677,571,False,5
3180,676,3655,-35,-1109,73,3891,808,False,5
3043,414,3748,-163,-1084,-94,3845,866,False,5
2976,46,3211,-405,-934,-383,3378,910,False,5
2707,148,2869,-393,-873,-541,2947,948,False,5
2990,162,2538,-88,-865,-437,2925,953,False,5
2670,169,2247,222,-858,-150,2493,942,False,5
2290,346,1999,269,-852,-22,2059,932,False,5
1919,479,1782,105,-858,-122,1662,920,False,5
1316,189,1821,-126,-836,-314,1254,916,False,5
477,-64,1895,-220,-690,-376,955,896,False,5
75,0,1920,-124,-577,-334,921,852,False,5
-226,-63,1959,57,-433,-266,972,784,False,5
-502,-530,1688,149,-123,-98,839,670,False,5
-189,-607,1538,96,100,-53,664,566,False,5
-19,-424,1170,98,259,20,244,508,False,5
233,-444,1169,46,338,64,272,476,False,5
594,-326,1262,-25,432,108,432,469,False,5
1014,-63,1409,-36,584,160,737,497,False,5
1663,133,1701,16,760,203,1382,554,False,5
2393,125,2098,79,952,260,2184,641,False,5
3316,126,2503,7,1129,240,3156,744,False,5
3881,253,2823,-177,1164,162,3805,833,False,5
3964,511,3154,-268,1053,154,4091,885,False,5
3979,728,3451,-243,986,202,4317,915,False,5
4053,967,3701,-134,920,251,4573,924,False,5
3949,1074,3503,11,897,237,4386,925,False,5
3708,720,2593,4,897,135,3440,921,True,5
567,922,1407,-145,334,-196,775,192,False,5
501,842,1732,-191,436,-210,989,257,False,5
452,802,2124,-284,547,-258,1314,339,False,5
372,633,2408,-286,686,-242,1517,427,False,5
463,444,2456,-205,769,-166,1538,504,False,5
515,325,2320,-94,795,-86,1398,564,False,5
565,271,2105,-29,807,-43,1196,613,False,5
505,235,1828,-25,787,-48,910,648,False,5
536,293,1397,16,811,-14,524,680,False,5
560,248,890,54,719,-23,80,688,False,5
480,251,418,77,614,-5,315,674,False,5
427,191,67,116,527,20,527,647,False,5
270,141,-128,114,432,10,669,607,False,5
116,142,-365,71,302,7,591,547,False,5
10,215,-479,61,218,11,474,483,False,5
-52,215,-547,62,145,-4,409,418,False,5
-123,179,-553,39,50,-21,405,347,False,5
-208,159,-510,16,-11,-26,426,284,False,5
-236,147,-475,5,-52,-15,449,238,False,5
-262,326,-265,-221,-116,-31,504,252,False,5
-150,300,-379,-8,-168,-5,493,235,False,5
63,244,-427,68,-273,-2,504,244,False,5
222,185,-306,3,-393,-39,579,274,False,5
439,192,-125,19,-507,-40,504,321,False,5
803,193,250,13,-597,-9,137,376,False,5
998,292,688,34,-738,8,246,448,False,5
1151,390,1369,75,-762,43,830,512,False,5
1252,319,1747,20,-627,151,1172,538,False,5
2177,389,2116,11,-725,195,2060,580,False,5
2658,478,3025,17,-1069,137,3055,680,False,5
3033,718,3646,110,-1152,220,3796,779,False,5
2971,517,3649,34,-1064,201,3733,840,False,5
2612,240,3050,-343,-842,-84,3022,854,False,5
2544,235,2659,-482,-723,-354,2687,871,False,5
2777,258,2115,-283,-685,-380,2500,863,False,5
2965,101,1764,-65,-781,-334,2451,861,False,5
2843,153,1796,25,-864,-302,2366,871,False,5
2538,164,1736,15,-848,-301,2079,877,False,5
1917,40,1876,-86,-785,-340,1682,873,False,5
1124,175,1416,-121,-559,-281,816,826,False,5
916,487,1462,-36,-471,-223,792,765,False,5
537,385,1475,65,-503,-253,616,725,False,5
81,-56,1713,12,-424,-272,715,681,False,5
-524,-233,1825,-27,-232,-230,912,610,False,5
-661,-449,1710,-77,-93,-224,887,538,False,5
-562,-406,1491,4,14,-147,644,460,False,5
-430,-501,1481,55,166,-20,621,403,False,5
-65,-279,1362,76,341,58,391,393,False,5
350,-245,1272,59,462,68,341,408,False,5
810,-253,1420,9,611,93,654,450,False,5
1657,-157,1612,-21,732,140,1317,509,False,5
2053,81,1319,-52,916,215,1441,596,False,5
2321,230,1122,-155,987,254,1588,682,False,5
2416,199,1447,-209,826,221,1823,722,False,5
2520,314,2299,-98,663,249,2425,720,False,5
2829,160,2800,-18,766,297,2983,740,False,5
3336,74,3443,-145,745,199,3794,749,False,5
3274,366,3490,-315,771,137,2505,768,True,5
218,704,1769,-192,290,-132,916,258,False,5
227,684,1978,-120,435,-119,1105,299,False,5
311,616,2120,-36,525,-82,1229,346,False,5
392,515,2246,-39,601,-112,1337,399,False,5
424,421,2340,-113,685,-152,1415,461,False,5
536,387,2400,-116,753,-119,1489,523,False,5
613,297,2246,-70,772,-72,1347,574,False,5
636,315,2031,-39,763,-38,1151,612,False,5
597,308,1719,-17,730,-35,845,636,False,5
511,308,1274,-3,699,-21,406,648,False,5
422,324,833,31,643,2,11,647,False,5
362,280,452,90,559,18,356,631,False,5
233,201,84,112,470,15,681,601,False,5
84,167,-131,74,366,-10,771,555,False,5
-49,153,-259,42,263,-21,695,498,False,5
-136,153,-331,36,197,-18,610,438,False,5
-172,162,-371,28,137,-18,560,378,False,5
-211,139,-403,6,85,-26,524,320,False,5
-242,105,-411,-24,45,-34,511,268,False,5
-69,52,-118,-116,93,-44,853,246,False,5
-351,22,-25,-422,35,-26,647,281,False,5
-326,292,-295,-64,-39,0,472,240,False,5
-59,304,-386,47,-110,-14,505,216,False,5
86,310,-472,16,-166,-13,428,206,False,5
267,191,-430,-78,-262,-48,459,220,False,5
411,262,-261,-123,-385,-95,447,259,False,5
622,320,14,7,-480,-123,300,306,False,5
921,278,445,131,-686,-130,59,387,False,5
960,694,645,242,-666,-11,348,451,False,5
1306,346,1216,134,-790,-12,817,521,False,5
1885,517,1755,54,-718,-14,1626,561,False,5
2352,597,2435,75,-903,-62,2437,630,False,5
2866,733,2876,172,-1024,-15,3125,711,False,5
3567,833,3417,205,-1137,33,4009,800,False,5
3944,672,3654,133,-1169,-26,4418,875,False,5
3648,298,3320,-94,-1013,-168,3941,906,False,5
3402,310,2888,-240,-860,-317,3473,914,False,5
3387,386,2393,-112,-736,-338,3164,895,False,5
3439,264,2143,47,-770,-284,3060,880,False,5
1821,418,2059,112,-797,-175,1780,880,False,5
1101,260,1967,2,-699,-244,1269,852,False,5
309,-23,2003,-71,-616,-291,1026,818,False,5
-301,-194,1854,-45,-471,-279,888,764,False,5
-366,-356,1590,18,-305,-228,669,687,False,5
-443,-734,1659,-33,-221,-204,867,610,False,5
-539,-752,1653,-91,-17,-73,894,511,False,5
-197,-403,1543,-53,180,31,606,447,False,5
40,-191,1453,-31,296,95,466,420,False,5
384,75,1510,-17,420,147,559,425,False,5
905,423,1579,25,542,161,868,453,False,5
1465,439,1673,100,730,176,1266,514,False,5
2318,170,1728,104,892,173,1896,594,False,5
3209,161,2180,-2,997,186,2882,678,False,5
3738,337,2603,-45,1143,222,3567,775,False,5
4390,498,2940,-37,1142,234,4306,853,False,5
4490,719,3112,17,1057,215,4510,898,False,5
4430,968,3286,87,1020,200,4599,927,False,5
4451,1007,3186,154,935,92,3457,932,True,5
560,921,1806,-79,299,-156,1103,156,False,5
594,762,2067,-185,500,-218,1281,240,False,5
818,690,2380,-263,625,-253,1609,336,False,5
961,479,2648,-301,717,-249,1857,432,False,5
1122,249,2997,-346,854,-193,2209,534,False,5
1337,82,3248,-329,917,-89,2513,623,False,5
1458,79,3264,-232,923,34,2575,688,False,5
1552,119,2979,-134,948,111,2361,743,False,5
1555,174,2358,-107,927,118,1829,782,False,5
1400,277,1568,-98,894,118,1120,807,False,5
1235,343,864,-69,803,126,545,809,False,5
982,315,346,-6,681,123,87,785,False,5
776,237,-84,1,589,114,184,748,False,5
624,217,-388,-21,447,95,233,690,False,5
354,289,-567,-5,268,78,271,607,False,5
147,267,-586,42,189,57,339,526,False,5
33,200,-589,42,115,44,377,447,False,5
-72,225,-629,18,56,35,328,371,False,5
-140,274,-658,11,0,17,273,301,False,5
-147,306,-658,13,-42,0,259,249,False,5
-86,289,-670,-1,-90,-24,265,218,False,5
241,280,-525,-341,-88,-68,358,246,False,5
-2,402,-356,-196,-187,-111,463,255,False,5
145,337,-337,-14,-214,-156,501,257,False,5
400,196,-346,30,-304,-171,435,275,False,5
650,228,-142,47,-406,-187,296,310,False,5
884,173,183,115,-625,-112,80,377,False,5
1454,401,613,192,-660,-43,628,439,False,5
1909,159,1616,253,-795,26,1506,518,False,5
2380,294,2381,93,-803,86,2379,577,False,5
3106,366,3222,63,-1065,37,3490,675,False,5
4046,300,4466,35,-1242,41,5033,788,False,5
4615,176,6044,22,-1291,105,6606,889,False,5
3864,-415,5924,-157,-1209,-45,6084,955,False,5
2835,-463,5518,-495,-903,-502,5220,993,False,5
2753,-211,4579,-193,-680,-505,4347,968,False,5
2812,-917,3922,54,-783,-324,3912,944,False,5
2370,-763,3714,133,-949,-148,3471,949,False,5
1872,-376,3485,231,-1018,42,2973,968,False,5
1289,-101,2909,99,-938,3,2183,963,False,5
616,-2,2338,-201,-783,-290,1417,942,False,5
-33,-3,1911,-297,-767,-479,911,943,False,5
-1159,-369,2393,-186,-574,-437,1684,904,False,5
-2136,-312,1394,64,-386,-278,1569,819,False,5
-1181,-627,1880,81,-17,-41,1307,673,False,5
-719,-200,1522,45,123,-14,695,565,False,5
-460,-164,1563,6,224,-11,637,496,False,5
-221,-199,1653,6,403,28,679,478,False,5
156,-324,1846,28,559,83,880,495,False,5
816,-462,2282,57,713,146,1467,542,False,5
1858,-503,3002,76,958,231,2566,631,False,5
3166,-501,3762,142,1146,301,3942,743,False,5
4082,-945,4030,101,1214,277,4813,844,False,5
4268,-618,4578,-44,1229,200,5289,924,False,5
4513,-385,5321,-85,1205,229,5987,985,False,5
5175,129,5716,43,1115,288,6711,1019,False,5
4890,307,3875,-29,1103,84,5246,1036,False,5
3797,303,2899,-253,816,-113,3786,1001,False,5
2927,584,2846,-111,552,21,3124,913,False,5
2430,602,2244,71,456,131,3758,826,True,5
490,822,1568,-151,241,-136,836,171,False,5
541,636,1822,-109,385,-140,1004,221,False,5
621,623,2078,-136,505,-145,1256,285,False,5
700,586,2326,-218,605,-178,1498,361,False,5
763,574,2616,-233,723,-167,1784,444,False,5
903,456,2688,-161,827,-101,1872,525,False,5
1012,429,2539,-114,855,-64,1766,593,False,5
1041,386,2322,-75,862,-45,1573,647,False,5
1030,445,1998,-13,849,-22,1291,688,False,5
983,406,1298,40,826,-25,678,715,False,5
847,306,721,81,756,-17,153,724,False,5
657,157,281,78,637,-30,268,708,False,5
438,108,-20,44,525,-38,548,672,False,5
247,92,-249,17,412,-34,637,620,False,5
116,93,-373,7,320,-25,598,560,False,5
-66,147,-453,18,240,-13,519,496,False,5
-167,138,-548,26,170,-5,410,431,False,5
-215,161,-580,21,119,-10,360,369,False,5
-265,138,-595,3,56,-22,334,307,False,5
-366,119,-599,-29,-3,-36,288,255,False,5
-339,156,-540,-34,-16,-35,343,214,False,5
-332,131,-636,-80,54,-20,270,191,False,5
-268,89,-664,-186,-6,-70,278,192,False,5
164,524,-532,-77,-117,-77,235,185,False,5
62,82,-572,48,-233,-8,418,196,False,5
431,307,-564,43,-325,2,226,222,False,5
542,353,-287,60,-487,22,292,276,False,5
754,293,8,120,-561,59,191,336,False,5
566,427,491,214,-916,6,137,456,False,5
1654,660,929,292,-715,137,1008,522,False,5
1929,679,1464,155,-945,142,1515,611,False,5
2666,916,1903,103,-921,179,2401,677,False,5
3548,1261,2576,219,-1030,277,3562,759,False,5
4400,1521,3351,301,-1131,446,4736,858,False,5
4925,1650,3814,184,-1166,463,5443,939,False,5
4418,1343,3669,-175,-1041,196,4897,966,False,5
3842,1188,3663,-386,-922,-125,4439,974,False,5
3678,1053,3338,-209,-800,-187,4077,949,False,5
3411,581,3034,-18,-818,-112,3601,924,False,5
2854,564,2856,64,-850,-32,3076,910,False,5
2270,620,2654,108,-852,11,2546,899,False,5
1466,515,2329,40,-806,-23,1799,881,False,5
610,297,2199,-99,-777,-164,1301,864,False,5
-97,39,2332,-180,-624,-271,1334,832,False,5
-744,-292,2121,-238,-502,-306,1266,792,False,5
-954,-291,1877,-190,-193,-242,1125,706,False,5
-775,-451,1695,-103,-36,-156,917,603,False,5
-722,-454,1642,-48,66,-47,850,501,False,5
-360,-282,1656,8,247,42,717,451,False,5
81,-130,1607,112,415,129,614,450,False,5
713,-30,1489,207,573,177,651,487,False,5
1135,-31,1772,242,732,160,1104,547,False,5
2082,-108,2058,191,755,135,1929,595,False,5
2496,-89,2381,44,934,99,2450,664,False,5
3522,198,3437,-62,1161,94,3925,764,False,5
4394,-84,4065,-49,1245,147,4986,862,False,5
4591,86,3912,-209,1271,87,5032,948,False,5
4328,331,3913,-241,1109,116,4844,986,False,5
3843,326,3656,-108,1019,245,4314,999,False,5
418,841,1680,-85,402,-135,924,210,False,5
393,867,1864,-79,499,-145,1092,273,False,5
417,691,1937,-88,576,-183,1098,340,False,5
424,585,2051,-95,627,-181,1174,404,False,5
484,518,2126,-71,656,-171,1241,459,False,5
471,405,2085,-53,684,-155,1175,508,False,5
526,407,1992,-35,684,-130,1100,545,False,5
453,413,1772,-11,686,-123,875,576,False,5
451,342,1396,12,685,-101,506,599,False,5
382,356,1066,20,644,-87,187,609,False,5
247,315,648,23,616,-63,238,611,False,5
184,306,321,44,560,-21,519,601,False,5
58,249,4,69,467,-14,744,575,False,5
-99,156,-190,53,353,-20,734,531,False,5
-269,129,-300,2,290,-22,576,483,False,5
-301,218,-348,0,246,-2,490,436,False,5
-301,237,-405,57,189,5,442,388,False,5
-283,183,-440,64,133,-11,445,340,False,5
-302,161,-437,32,79,-26,444,289,False,5
-279,148,-452,20,58,-19,448,244,False,5
-321,120,-538,-51,108,-2,362,219,False,5
-169,64,-395,-149,-83,-29,565,210,False,5
-192,214,-318,-98,24,24,571,188,False,5
-215,220,-492,5,-51,17,419,161,False,5
-102,240,-589,9,-100,30,355,150,False,5
0,250,-599,4,-174,31,350,155,False,5
142,230,-519,-16,-257,42,414,176,False,5
295,137,-437,-27,-370,37,455,215,False,5
470,255,-281,-64,-475,5,395,268,False,5
1251,1149,450,-44,-513,-92,757,319,False,5
1023,537,615,308,-576,-3,308,385,False,5
1552,294,1423,154,-677,180,1126,452,False,5
1720,584,1824,29,-862,144,1574,536,False,5
2465,567,2364,19,-942,185,2462,621,False,5
3368,753,3228,36,-1117,224,3725,724,False,5
3913,1008,4187,89,-1251,333,4818,839,False,5
3910,858,4459,-20,-1117,341,4992,904,False,5
3462,567,4064,-403,-928,39,4368,926,False,5
3029,744,3621,-405,-791,-143,3779,921,False,5
3316,262,3017,-191,-720,-139,3490,888,False,5
3210,1,2803,-127,-814,-128,3261,877,False,5
2763,200,2903,-39,-892,-63,3012,880,False,5
2237,306,2752,42,-867,13,2559,878,False,5
1552,390,2461,-17,-806,-17,1935,863,False,5
985,288,1992,-148,-728,-144,1240,842,False,5
401,227,1760,-257,-679,-253,819,827,False,5
-61,203,1835,-174,-684,-282,847,813,False,5
-515,34,1750,-47,-586,-252,824,778,False,5
-654,-181,1862,-36,-440,-205,981,720,False,5
-750,-60,1453,-27,-209,-131,636,625,False,5
-429,20,1265,1,-53,-117,335,526,False,5
-192,-28,1311,54,14,-107,325,445,False,5
-5,-211,1141,66,257,-13,160,409,False,5
405,-158,923,20,502,28,20,427,False,5
914,-142,937,-7,562,47,316,455,False,5
1187,-14,1052,-41,575,93,586,480,False,5
1556,136,1248,-44,754,150,999,538,False,5
2219,280,1670,-38,911,199,1791,617,False,5
3149,353,2445,25,1028,262,1320,706,True,5
361,922,1684,-205,337,-106,953,260,False,5
297,691,1865,-102,455,-65,1010,302,False,5
260,697,2067,-65,527,-71,1196,349,False,5
204,513,2342,-77,604,-116,1406,403,False,5
237,424,2592,-113,711,-133,1637,468,False,5
427,242,2567,-95,785,-109,1613,534,False,5
535,95,2429,-75,814,-71,1489,591,False,5
641,136,2167,-28,815,-25,1263,636,False,5
591,173,1746,18,772,-20,851,663,False,5
622,208,1158,47,727,-20,330,676,False,5
490,217,725,28,637,-21,98,668,False,5
367,153,361,7,539,-39,462,642,False,5
203,120,126,-27,424,-30,732,599,False,5
82,176,-7,-8,334,3,805,546,False,5
-26,202,-154,45,264,32,744,490,False,5
-79,200,-317,80,211,45,616,438,False,5
-125,186,-388,65,140,29,551,382,False,5
-148,196,-354,-37,62,14,569,320,False,5
-245,188,-366,-81,68,-12,521,277,False,5
-236,271,-358,-104,140,9,492,256,False,5
-224,300,-324,-21,-11,-17,504,211,False,5
-74,220,-448,62,-93,-30,495,192,False,5
115,159,-489,44,-135,-28,473,182,False,5
201,178,-473,20,-220,-46,456,190,False,5
350,226,-328,1,-349,-72,469,223,False,5
534,339,-142,61,-464,-83,351,274,False,5
