AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Ema_Acc,Ema_Gyr,isDone,Activity
870,405,2089,23,848,-74,1298,687,False,5
1032,526,1374,12,858,-79,797,722,False,5
920,352,675,-22,795,-55,194,737,False,5
770,356,199,26,650,-24,128,719,False,5
586,256,-237,67,492,-16,318,675,False,5
54,194,-506,13,103,-39,455,446,False,5
-73,166,-467,40,51,-28,499,371,False,5
-44,121,-329,19,57,-5,646,308,False,5
-153,106,-337,-49,0,2,615,256,False,5
-162,273,-446,4,23,19,452,211,False,5
-21,272,-498,32,-74,26,432,186,False,5
84,226,-599,43,-98,36,354,171,False,5
312,207,-602,17,-178,28,291,173,False,5
559,189,-478,-12,-332,1,240,204,False,5
769,259,-208,6,-517,-37,162,267,False,5
1103,265,178,69,-703,-64,148,355,False,5
1484,324,696,138,-824,-29,670,451,False,5
1978,466,1332,190,-907,44,1429,546,False,5
2594,620,2120,228,-956,141,2406,635,False,5
3308,807,2714,205,-1040,236,3354,725,False,5
4340,877,3625,190,-1140,305,4722,819,False,5
5171,848,4878,95,-1276,336,6159,919,False,5
4230,856,5163,-97,-1126,280,5729,968,False,5
3661,677,4437,-324,-901,28,4792,966,False,5
3456,833,3870,-263,-731,-79,4254,929,False,5
3894,195,3408,-144,-748,-61,4178,896,False,5
3523,192,3468,-113,-906,-11,3947,899,False,5
2687,599,3552,29,-963,143,3493,914,False,5
1938,870,3131,65,-946,200,2783,925,False,5
1017,852,2543,-116,-831,23,1868,907,False,5
251,723,2047,-230,-706,-175,1185,878,False,5
-225,361,1769,-240,-569,-298,819,839,False,5
-725,188,1681,-195,-508,-332,840,799,False,5
-1093,23,1499,-72,-393,-291,855,738,False,5
-1137,-260,1467,-21,-268,-245,874,663,False,5
-935,-311,1340,33,-70,-158,663,565,False,5
-735,-235,1118,37,89,-67,358,475,False,5
-371,-30,989,48,256,-17,56,432,False,5
16,67,868,86,362,9,129,420,False,5
282,-82,747,55,433,3,197,423,False,5
379,-152,887,-13,469,-6,23,432,False,5
903,-51,1305,-23,526,17,587,451,False,5
1358,-48,1725,36,682,71,1195,498,False,5
2171,-117,2405,11,874,102,2242,574,False,5
3218,-126,3366,-62,1049,108,3658,670,False,5
4146,71,4119,-99,1225,161,4844,784,False,5
4778,243,4466,-10,1374,275,5544,907,False,5
5113,455,4544,121,1276,307,5855,989,False,5
4796,828,4551,389,1110,315,5663,1035,False,5
4482,510,3890,451,1003,137,4115,1049,True,5
193,1420,1898,-295,249,-211,1378,174,False,5
288,669,2867,-180,727,-300,1958,428,False,5
511,446,3152,-163,870,-242,2224,525,False,5
676,143,3188,-119,944,-168,2262,613,False,5
899,99,2888,-62,981,-86,2026,688,False,5
1044,83,2383,-28,966,-40,1602,744,False,5
974,107,1742,-52,902,-25,998,775,False,5
897,119,1101,-40,836,17,425,788,False,5
753,212,556,41,698,67,40,770,False,5
626,176,86,125,555,70,344,731,False,5
519,110,-300,101,431,30,390,673,False,5
362,148,-475,24,295,0,384,597,False,5
217,264,-510,11,179,-3,386,514,False,5
106,289,-552,43,87,-4,367,430,False,5
83,257,-570,54,39,-5,369,357,False,5
56,240,-565,46,-10,-4,383,295,False,5
92,215,-643,30,-40,10,315,246,False,5
173,183,-729,-35,-59,6,228,210,False,5
165,293,-663,-85,-201,-14,256,212,False,5
469,273,-434,-21,-166,4,305,203,False,5
694,322,-369,82,-380,9,150,240,False,5
774,278,-135,96,-551,-17,166,303,False,5
1039,150,306,109,-660,4,93,376,False,5
1327,228,864,14,-654,77,599,432,False,5
1790,471,1585,51,-808,67,1436,508,False,5
2059,417,2266,107,-917,102,2090,592,False,5
2854,465,2758,51,-989,135,2996,673,False,5
3733,598,4110,79,-1194,154,4584,780,False,5
3993,757,5219,118,-1285,271,5614,887,False,5
3364,532,5409,-99,-1110,195,5391,936,False,5
2528,627,4649,-405,-802,-181,4328,932,False,5
2895,348,3741,-249,-599,-261,3743,885,False,5
3624,-265,3368,-137,-664,-200,3954,849,False,5
3201,-213,3414,16,-911,-73,3684,862,False,5
2376,52,3626,84,-1018,29,3335,894,False,5
1527,340,3307,41,-954,42,2658,906,False,5
768,320,2779,-126,-795,-130,1900,888,False,5
243,82,2116,-213,-597,-270,1131,848,False,5
17,94,1549,-133,-519,-263,551,797,False,5
-335,5,1633,-86,-570,-287,667,766,False,5
-853,-221,1795,-92,-543,-272,999,736,False,5
-1182,-155,1401,-95,-255,-154,839,651,False,5
-984,-55,1242,-31,-23,-95,585,541,False,5
-722,-30,1247,68,23,-18,441,447,False,5
-502,6,1149,105,148,40,253,395,False,5
-101,21,1104,96,315,51,108,382,False,5
267,-75,1122,59,437,55,155,395,False,5
563,-31,1153,38,518,105,283,421,False,5
951,45,1365,91,586,140,664,459,False,5
1316,-15,1616,90,674,156,1084,506,False,5
1854,-17,2174,81,790,152,1857,567,False,5
2761,-183,3239,123,924,171,3260,643,False,5
3393,-438,3010,28,1005,151,3556,717,False,5
3566,327,3133,-31,1019,127,3758,779,False,5
4184,518,4069,73,946,102,4859,814,False,5
3930,260,3860,32,1003,88,4514,852,False,5
4030,665,3831,65,935,83,4599,870,False,5
3802,571,3592,205,900,85,3573,881,True,5
411,739,1919,-77,432,-52,1097,194,False,5
429,665,2166,-28,563,-77,1306,269,False,5
526,456,2394,-13,676,-65,1493,351,False,5
565,411,2717,0,722,-91,1805,426,False,5
726,326,3010,-27,815,-134,2113,506,False,5
777,282,3209,-71,891,-140,2313,585,False,5
914,309,3189,-64,949,-108,2331,660,False,5
1030,216,2855,-42,965,-95,2042,722,False,5
1148,238,2163,-28,960,-69,1460,770,False,5
1126,241,1414,-37,921,-28,823,800,False,5
1053,202,756,14,829,24,311,806,False,5
910,141,236,45,682,31,49,781,False,5
738,125,-159,35,526,24,234,730,False,5
535,156,-416,8,386,22,304,661,False,5
344,203,-509,7,246,25,352,578,False,5
217,224,-539,28,145,20,377,492,False,5
185,207,-570,39,87,15,365,413,False,5
171,182,-610,19,19,18,340,337,False,5
196,196,-632,8,-36,21,309,278,False,5
276,164,-676,-21,-102,15,251,243,False,5
553,172,-793,-214,-326,-38,18,273,False,5
342,361,-182,-145,-210,-43,470,270,False,5
608,347,-271,46,-534,-84,249,324,False,5
998,260,97,110,-563,-106,35,376,False,5
1151,16,648,110,-697,-42,320,442,False,5
1322,50,1137,30,-781,75,744,510,False,5
2089,242,1489,53,-832,149,1576,577,False,5
2740,203,2622,107,-1105,155,2797,686,False,5
3510,222,3777,64,-1233,241,4160,800,False,5
4369,287,5056,-54,-1323,229,5688,908,False,5
3518,73,5287,-265,-1148,80,5350,963,False,5
2634,135,4535,-485,-831,-252,4246,969,False,5
3082,189,3952,-322,-666,-349,4015,938,False,5
4132,-440,3347,-157,-703,-334,4335,909,False,5
4298,-668,3555,-124,-951,-338,4617,930,False,5
3724,-402,4234,28,-1146,-201,4653,977,False,5
3000,10,4318,164,-1117,29,4257,1007,False,5
1955,483,3803,134,-1042,61,3303,1016,False,5
675,560,3156,-117,-877,-117,2275,991,False,5
20,321,2121,-223,-639,-247,1145,937,False,5
-450,344,1899,-121,-495,-263,981,864,False,5
-829,111,1757,17,-453,-259,945,795,False,5
-1146,-520,1820,-35,-405,-275,1212,734,False,5
-1239,-573,1505,-97,-53,-184,1031,630,False,5
-980,-449,1226,-26,106,-76,632,530,False,5
-734,-336,1107,62,164,21,370,459,False,5
-359,-203,1074,115,245,70,150,423,False,5
-8,-199,1071,100,351,63,89,412,False,5
324,-230,1237,77,464,77,299,425,False,5
659,-182,1436,67,592,119,590,461,False,5
1284,-103,1827,98,683,139,1235,510,False,5
1897,-150,2349,83,810,145,2023,573,False,5
2675,-102,3030,2,1011,125,3043,662,False,5
3572,-4,3822,-116,1036,60,4231,738,False,5
4184,455,4604,-123,1124,97,5237,817,False,5
4836,501,5085,-128,1163,86,6035,888,False,5
5086,907,5631,-163,1106,65,6641,934,False,5
4840,861,5318,-29,1126,118,6242,974,False,5
4433,417,4481,-26,1099,78,5317,999,False,5
313,1165,2260,-145,435,-138,1561,201,False,5
392,1003,2581,-115,537,-183,1796,276,False,5
654,850,2838,-83,704,-188,2033,368,False,5
939,670,3121,-73,812,-191,2327,461,False,5
1128,567,3365,-61,912,-178,2594,555,False,5
1331,417,3255,-55,1020,-162,2541,651,False,5
1445,300,2691,-56,1094,-133,2069,741,False,5
1585,329,1853,-20,1133,-87,1460,820,False,5
1612,251,715,-25,988,-73,781,854,False,5
1154,277,240,-53,846,-36,210,853,False,5
1030,250,-209,-38,676,-20,80,818,False,5
837,258,-510,-32,480,-17,13,750,False,5
384,187,-722,68,34,-1,161,459,False,5
363,158,-709,67,-55,9,187,384,False,5
424,-63,-1290,-529,-534,-67,359,458,False,5
187,300,-196,-18,-95,-52,595,388,False,5
181,325,-951,83,-79,9,21,333,False,5
556,338,-473,142,-400,10,195,351,False,5
620,364,-302,217,-607,-16,220,410,False,5
1199,208,211,136,-731,-22,235,476,False,5
1363,241,746,126,-840,7,572,551,False,5
1816,483,1222,143,-909,104,1241,626,False,5
2573,638,1750,217,-989,191,2176,706,False,5
3522,792,2748,232,-1162,307,3536,810,False,5
4441,1148,3964,190,-1270,407,5062,917,False,5
4590,1325,4653,143,-1258,468,5668,1003,False,5
3677,1003,4201,-277,-1017,159,4672,1016,False,5
2945,1234,3945,-451,-803,-183,4075,1000,False,5
3151,783,3135,-241,-611,-252,3513,941,False,5
3604,249,2570,-67,-636,-161,3433,884,False,5
3578,192,2688,-10,-849,-85,3479,878,False,5
3172,603,2907,97,-983,31,3344,900,False,5
2635,811,2919,121,-983,79,3015,918,False,5
1836,888,2513,-6,-894,-30,2236,913,False,5
912,733,2218,-139,-802,-193,1507,898,False,5
201,479,1909,-148,-656,-304,978,866,False,5
-31,186,1609,-85,-533,-312,620,817,False,5
-255,-45,1521,-63,-516,-309,542,774,False,5
-750,-253,1542,-3,-392,-258,733,713,False,5
-964,-504,1608,0,-221,-181,941,627,False,5
-818,-335,1300,63,70,-98,572,529,False,5
-551,-370,1141,87,181,-49,319,464,False,5
-276,-346,1073,50,275,-4,160,427,False,5
-5,-307,1041,-4,415,26,85,425,False,5
334,-256,1134,-24,531,64,209,447,False,5
2026,43,1992,52,900,168,1841,615,False,5
2890,-17,2583,22,1038,160,2876,702,False,5
3576,-44,2881,-122,1080,111,3592,780,False,5
3833,361,3277,-218,1105,83,4055,850,False,5
4110,252,3631,-225,1074,113,4489,900,False,5
4012,527,3769,-154,1011,192,4529,928,False,5
3968,661,3992,-33,890,218,4667,926,False,5
3724,891,4017,57,884,195,4549,922,False,5
3411,805,3518,-8,868,43,3965,911,False,5
2900,990,2916,-85,833,-47,3587,896,True,5
-79,727,2300,-218,220,-127,1413,157,False,5
-157,772,2820,-170,554,-61,1927,242,False,5
563,622,2825,-9,694,-21,1946,332,False,5
1194,241,3604,-146,993,-77,2804,618,False,5
1362,114,3407,-117,1042,-24,2670,704,False,5
1449,113,2732,-80,1048,25,2094,773,False,5
1447,197,1864,-57,1003,40,1367,819,False,5
1271,187,1065,-68,895,58,668,835,False,5
1073,248,567,-64,750,59,238,819,False,5
868,308,178,-31,595,72,61,775,False,5
727,322,-214,17,463,64,176,713,False,5
544,333,-452,14,325,29,218,636,False,5
350,376,-518,23,202,4,270,549,False,5
230,384,-544,34,106,-12,295,461,False,5
161,373,-570,42,51,-27,300,383,False,5
132,352,-581,30,-15,-42,307,317,False,5
149,317,-603,26,-68,-46,302,271,False,5
230,253,-611,26,-137,-51,299,246,False,5
342,233,-536,25,-235,-59,322,245,False,5
509,197,-397,39,-347,-67,325,267,False,5
682,217,-190,62,-473,-66,259,310,False,5
908,285,126,112,-603,-53,40,371,False,5
1315,288,525,157,-715,-14,444,443,False,5
1770,378,1107,179,-784,62,1121,515,False,5
2486,571,1824,235,-883,184,2135,599,False,5
3473,712,2660,269,-1067,304,3432,707,False,5
4497,761,3822,159,-1244,356,4950,826,False,5
5365,884,5307,16,-1331,334,6597,935,False,5
4791,814,5784,-103,-1280,248,6554,1009,False,5
4186,554,5294,-337,-1055,-38,5771,1029,False,5
4070,562,4612,-292,-870,-164,5176,1010,False,5
4396,81,3982,-147,-896,-133,4931,991,False,5
4037,248,4199,-65,-1067,-77,4830,1007,False,5
3181,508,4160,70,-1096,31,4261,1025,False,5
2113,676,3604,23,-992,15,3232,1018,False,5
974,467,2669,-164,-882,-156,1879,997,False,5
315,144,1989,-241,-703,-306,1018,958,False,5
-48,-13,1828,-200,-624,-352,828,915,False,5
-590,-131,2011,-51,-634,-360,1099,878,False,5
-951,-655,2041,-40,-495,-266,1345,815,False,5
-1210,-448,1564,-30,-129,-95,1027,684,False,5
-819,-345,1276,54,66,-74,554,569,False,5
-666,-433,1155,33,74,-40,401,473,False,5
-526,-299,1134,-37,210,-5,285,421,False,5
741,-281,1257,-195,500,39,485,444,False,5
967,-278,1534,-179,617,108,834,485,False,5
1647,-243,2072,-103,746,226,1657,545,False,5
2775,-287,2732,-42,915,343,2904,632,False,5
3858,-285,3567,-126,1044,349,4262,727,False,5
4686,315,4233,-209,1144,335,5322,823,False,5
5565,705,5046,-129,1252,374,6545,921,False,5
5884,538,5211,-57,1280,408,6878,1006,False,5
5850,1266,4877,159,1169,415,6720,1054,False,5
5282,880,4018,239,1050,224,5694,1063,False,5
4265,768,3429,33,926,1,4526,1036,False,5
3563,789,2998,29,816,-44,4559,992,True,5
440,1500,1878,-360,79,-14,1443,159,False,5
-298,1581,2758,-329,220,-192,2192,215,False,5
151,1017,3292,-39,759,-84,2448,324,False,5
875,640,3038,33,764,-126,2225,414,False,5
1020,738,3159,-60,864,-199,2400,509,False,5
1363,547,3219,-79,940,-199,2538,600,False,5
1460,389,3192,-39,935,-166,2531,670,False,5
1484,319,2920,-13,937,-134,2290,725,False,5
1462,361,2420,12,916,-111,1850,764,False,5
1507,386,1634,-4,896,-109,1256,792,False,5
1195,266,955,-73,845,-98,552,804,False,5
931,284,501,-53,751,-48,94,794,False,5
-148,1252,154,22,580,22,270,751,False,5
842,38,-401,91,419,15,66,686,False,5
235,199,-326,-7,306,17,551,610,False,5
295,142,-523,38,251,0,382,539,False,5
149,93,-584,56,168,32,390,467,False,5
152,82,-659,71,105,71,318,402,False,5
176,69,-744,61,52,93,232,346,False,5
249,75,-800,29,-10,97,158,297,False,5
345,93,-826,5,-97,103,100,266,False,5
450,132,-748,12,-204,111,117,259,False,5
557,133,-620,20,-335,92,155,276,False,5
698,103,-375,0,-487,52,200,319,False,5
886,130,-20,-8,-630,25,104,381,False,5
1078,184,394,27,-710,56,162,447,False,5
1353,296,686,39,-754,119,545,510,False,5
1877,401,1272,47,-790,184,1302,571,False,5
2491,538,2418,41,-903,251,2513,644,False,5
2902,667,3136,-93,-997,287,3324,723,False,5
3709,1154,3998,37,-1158,424,4574,825,False,5
4103,1469,4710,154,-1232,608,5416,936,False,5
3675,1200,4439,-256,-1023,339,4886,970,False,5
2788,1191,4267,-656,-809,-224,4234,989,False,5
3092,659,3322,-508,-614,-420,3585,971,False,5
3545,224,2883,-239,-708,-359,3574,943,False,5
3226,205,3031,16,-934,-210,3431,945,False,5
2642,296,3342,194,-1020,-19,3270,964,False,5
1954,464,2957,168,-880,65,2574,951,False,5
1306,633,2452,32,-765,-23,1849,914,False,5
805,391,1749,-110,-661,-178,964,869,False,5
400,419,1460,-132,-615,-236,570,830,False,5
-124,304,1789,-77,-689,-275,818,813,False,5
-558,55,2106,-70,-655,-316,1179,796,False,5
-948,-225,1868,-52,-367,-224,1106,723,False,5
-903,-203,1601,37,-45,-154,849,611,False,5
-463,-340,1446,140,82,-53,555,523,False,5
-305,-236,1163,117,211,-3,225,466,False,5
128,-153,1049,59,362,8,67,446,False,5
409,-186,975,-13,458,-5,73,449,False,5
762,-154,1163,-56,499,22,398,459,False,5
1132,6,1339,-4,583,106,753,486,False,5
1577,210,1552,84,673,157,1222,528,False,5
1977,260,1760,115,757,150,1659,578,False,5
2471,98,2130,116,911,119,2263,647,False,5
3619,-123,3221,-35,951,62,3846,708,False,5
4044,106,3360,-137,1051,93,4258,779,False,5
4659,793,3743,-70,1110,149,5028,848,False,5
5214,1228,3855,188,1048,179,5599,894,False,5
5296,1167,3435,291,982,51,3773,920,True,5
308,1101,1707,-10,302,-38,1054,161,False,5
261,888,2143,-56,461,-129,1334,225,False,5
242,719,2534,-193,646,-167,1645,319,False,5
281,534,2824,-250,751,-216,1887,419,False,5
393,310,2957,-246,858,-171,1999,517,False,5
528,192,3017,-160,906,-84,2068,598,False,5
638,124,2831,-68,928,-13,1904,664,False,5
734,186,2494,-11,911,9,1606,713,False,5
716,191,1997,22,885,5,1130,748,False,5
861,291,1172,40,854,19,483,769,False,5
814,336,566,90,746,21,46,765,False,5
702,226,59,110,600,9,260,734,False,5
532,148,-273,69,435,-26,383,675,False,5
346,138,-392,13,281,-52,459,597,False,5
142,179,-373,4,186,-40,562,516,False,5
38,160,-422,41,133,-8,547,440,False,5
-36,108,-492,42,80,18,495,371,False,5
-133,84,-562,22,35,25,416,306,False,5
-258,72,-578,-1,1,28,362,250,False,5
-294,126,-578,1,-42,49,339,213,False,5
-314,173,-656,29,-67,75,252,191,False,5
-191,181,-726,41,-71,75,227,175,False,5
-40,147,-818,5,-120,70,167,168,False,5
97,588,-1065,-43,-153,43,220,167,False,5
362,455,-469,-190,-281,-55,252,202,False,5
424,463,-254,-19,-483,-96,322,260,False,5
503,495,-4,156,-553,-56,294,323,False,5
734,282,265,234,-689,-18,170,404,False,5
1177,115,509,132,-668,0,287,459,False,5
1674,158,924,26,-785,-8,918,524,False,5
2292,494,1507,129,-917,65,1787,605,False,5
2986,841,2247,291,-1070,243,2830,711,False,5
3583,1069,2720,337,-1061,397,3623,805,False,5
3698,931,3010,-331,-809,-46,3858,880,False,5
4156,867,3079,-222,-780,-106,4244,868,False,5
4557,584,2900,-103,-821,-93,4432,860,False,5
4163,490,2998,-77,-922,-77,4153,874,False,5
3592,672,2995,14,-953,-25,3724,890,False,5
2910,621,2701,44,-914,-6,3018,895,False,5
2172,702,2391,17,-840,-35,2305,884,False,5
1577,565,2010,-20,-765,-119,1616,862,False,5
1122,256,1846,-88,-690,-204,1175,834,False,5
517,67,1640,-129,-627,-218,720,802,False,5
-63,215,1628,-116,-564,-238,643,766,False,5
-135,-185,1609,-147,-549,-300,625,741,False,5
-426,-304,1602,-114,-513,-321,685,716,False,5
-468,-428,1671,14,-294,-205,787,644,False,5
-429,-512,1692,87,-140,-63,819,551,False,5
-339,-313,1502,24,141,45,571,470,False,5
277,17,1203,-73,443,64,234,467,False,5
502,259,1205,12,593,73,330,493,False,5
910,214,1057,139,646,99,411,528,False,5
1230,115,1086,212,759,110,644,581,False,5
1897,90,1275,166,868,94,1287,642,False,5
2449,10,1605,40,893,74,1928,693,False,5
3038,0,2114,-98,1025,95,2701,761,False,5
3597,288,2445,-176,1063,106,3358,825,False,5
4017,343,3072,-157,1030,126,2230,870,True,5
462,1035,1557,-55,235,-131,925,102,False,5
573,1146,1744,-63,419,-135,1164,170,False,5
674,1114,2208,-188,544,-238,1563,261,False,5
627,1002,2346,-256,622,-292,1626,355,False,5
712,833,2614,-252,762,-276,1834,453,False,5
834,622,2683,-210,854,-224,1877,544,False,5
873,441,2546,-147,893,-163,1727,619,False,5
891,380,2172,-98,925,-107,1378,682,False,5
890,263,1623,-84,911,-95,869,730,False,5
784,195,859,-130,871,-71,179,760,False,5
605,191,405,-102,809,1,247,771,False,5
588,78,44,-33,638,45,405,745,False,5
426,74,-244,12,472,51,503,690,False,5
278,72,-426,-1,350,39,486,623,False,5
179,122,-488,-23,241,38,466,547,False,5
114,184,-501,-18,155,47,454,470,False,5
54,246,-525,9,91,56,417,397,False,5
24,273,-564,24,36,52,372,331,False,5
1057,-738,-253,58,-91,157,313,303,False,5
-39,264,-736,-15,-129,-28,217,269,False,5
118,313,-340,10,-118,-118,523,248,False,5
431,156,-486,-19,-267,-32,331,252,False,5
-7,381,-492,35,-314,-44,377,265,False,5
322,223,-286,83,-456,-50,515,305,False,5
507,226,-44,89,-589,-58,443,364,False,5
805,189,346,109,-676,-33,103,428,False,5
1101,311,673,118,-745,47,327,493,False,5
2544,691,2263,172,-961,237,2474,717,False,5
3484,935,2843,168,-1019,310,3592,789,False,5
3655,1289,3653,229,-1107,383,4325,870,False,5
3410,884,3190,-22,-894,257,3752,882,False,5
3408,758,2905,-416,-748,-81,3541,877,False,5
3643,738,2635,-336,-673,-205,3556,857,False,5
4203,337,2491,-88,-749,-125,3897,838,False,5
4172,223,2825,4,-931,-40,4043,857,False,5
3923,478,3099,54,-1001,35,4022,886,False,5
3301,551,3034,61,-986,81,3517,907,False,5
2499,767,2968,49,-939,90,2955,914,False,5
1704,862,2742,68,-862,75,2341,905,False,5
800,726,2100,19,-758,22,1361,875,False,5
103,531,1777,-138,-660,-108,857,836,False,5
-370,317,1915,-198,-613,-207,976,804,False,5
-932,-63,2131,-210,-502,-265,1326,764,False,5
-1481,-261,1947,-167,-196,-196,1460,676,False,5
-964,-318,1565,-3,122,-55,865,567,False,5
-728,-267,1285,97,166,23,500,492,False,5
-446,-203,1223,93,273,45,317,452,False,5
-16,-128,1203,42,440,53,209,450,False,5
484,-105,1363,45,577,71,450,477,False,5
886,-144,1712,122,711,134,933,528,False,5
1548,0,1803,147,758,156,1376,580,False,5
2194,121,2264,176,902,136,2154,649,False,5
3398,150,3322,138,1002,67,3754,722,False,5
3880,-25,3324,31,1120,16,4109,802,False,5
4381,492,3465,-25,1140,-12,4607,869,False,5
4763,678,3731,74,1068,29,5088,909,False,5
4633,318,3744,151,1003,37,4965,930,False,5
